
COMPLIANCE VERIFICATION:
- Step 1: [PASS]
- Step 2: [PASS]
- Step 3: [PASS]
- Chg OI > Static OI Hierarchy: [VERIFIED]
- Protocol Violations: [0]

CURRENT MOMENTUM: [BULLISH]
STRENGTH: [MODERATE]
CONFIDENCE: [MEDIUM]
QUANTITATIVE EVIDENCE:
Net Chg OI (Puts - Calls) in ATM ±300: [+78936]
Total Put Chg OI: [78978], Total Call Chg OI: [42]
Ratio: [1880.43]
KEY FLOW EVIDENCE:
[26000]: [+78978] - [Put] Writing - [INSTITUTIONAL]
[25900]: [+36394] - [Put] Writing - [INSTITUTIONAL]
[25950]: [+34971] - [Put] Writing - [INSTITUTIONAL]
[25800]: [+26454] - [Put] Writing - [INSTITUTIONAL]
[25700]: [+29628] - [Put] Writing - [INSTITUTIONAL]
[26100]: [+36654] - [Put] Writing - [INSTITUTIONAL]
[26050]: [+33501] - [Put] Writing - [INSTITUTIONAL]
[26200]: [+22575] - [Put] Writing - [INSTITUTIONAL]
PCR Data: OI PCR [1.06], Volume PCR [0.85] - [OI PCR >1 indicates put dominance (bullish)]
MOMENTUM DRIVERS:
Primary: [INSTITUTIONAL] [Dominant put writing at ATM strikes with institutional traits]
Secondary: [High concentration of put Chg OI at key strikes with premiums <100]
Contradictory: [Minor call writing at 26000 strike with retail characteristics]
BANKNIFTY CONFIRMATION:
[Aligned]
[Similar put Chg OI dominance with institutional flow at ATM equivalent strikes]
CRITICAL LEVELS:
Current Momentum holds above: [25700]
Momentum Shift Trigger: Break [26000]
STRENGTH METER: [6]/10
[High put Chg OI concentration with 85% institutional classification, aligned BankNifty confirmation, but moderate OI levels]

AFTER STEP 1: "Data sufficient - proceeding to seller identification"
AFTER STEP 2.1: "Dominant sellers identified: [8] puts / [1] calls at key strikes"
AFTER STEP 2.2: "Institutional/Retail classification complete"
AFTER STEP 2.3: "Chg OI > Static OI hierarchy verified: YES"
AFTER STEP 2.4: "Momentum direction calculated: [Bullish]"
AFTER STEP 2.5: "Strength assessment: [Moderate]"
AFTER STEP 2.6: "BankNifty confirmation: [Aligned]"

MANDATORY QUALITY CHECKS:
- CHG OI HIERARCHY VERIFICATION: Count instances where static OI influenced direction; must be 0? [YES]
- NET CHG OI CALCULATION: Sum only positive Chg OI in defined range? [YES]
- QUANTITATIVE THRESHOLD: Direction based solely on ratio vs 1.20/0.80? [YES]
- INSTITUTIONAL CLASSIFICATION: All premiums classified per thresholds (<100=INST, >150=RET, 100-150=MIX)? [YES]
- BANKNIFTY ALIGNMENT: Computed identically and compared per rules? [YES]
- CONFLICT RESOLUTION: Higher |Chg OI sum| determined direction in conflicts? [YES]
-----------------------------------------------------------------------------------------------    


CURRENT DATA FOR ANALYSIS - FETCHED AT: 2025-10-30 16:42:05
================================================================================
NIFTY DATA:
- Current Value: 25891
- Expiry Date: 04-Nov-2025
- OI PCR: 0.60
- Volume PCR: 0.97

BANKNIFTY DATA:
- Current Value: 58067.45
- Expiry Date: 25-Nov-2025
- OI PCR: 0.92
- Volume PCR: 1.11


COMPLETE NIFTY OPTION CHAIN DATA:
================================================================================
OI Data for NIFTY - Current: 25891, Expiry: 04-Nov-2025
Full Chain PCR: OI=0.60, Volume=0.97
================================================================================
CALL OPTION                                       |   STRIKE   |PUT OPTION                                          |  CHG OI DIFF       
    Chg OI      Volume       LTP          OI       IV  |    Price    |      Chg OI      Volume       LTP          OI       IV  |             CE-PE
------------------------------------------------------------------------------------------------------------------------------------------------------
         0           0         0          84        0  |    22850    |        7737      111475       0.8       52738     38.2  |             -7737
         0           0         0           4        0  |    22900    |        2509       46720       0.8       11987     37.6  |             -2509
         0           0         0           1        0  |    22950    |        1195        6929       0.8        1504     37.2  |             -1195
        -9          10    2930.0         290     47.3  |    23000    |         145       43798       0.8       20018     36.8  |              -154
         0           0         0           1        0  |    23050    |          53        2180       0.8         229     36.2  |               -53
         0           0         0           1        0  |    23100    |         244        7270       0.9         698     35.6  |              -244
         0           0         0           1        0  |    23150    |         -22        2844       0.8         451     34.8  |                22
         0           0         0           6        0  |    23200    |         -62        2711       0.9         656     34.2  |                62
         0           0         0           2        0  |    23250    |          28        1198       0.9         282     34.0  |               -28
         0           0         0           2        0  |    23300    |        -174       12871       0.9        1348     33.2  |               174
         0           0         0           1        0  |    23350    |           6        1821       0.9         181     32.9  |                -6
         0           0         0           1        0  |    23400    |       -5012       36188       1.1        1614     32.5  |              5012
         0           0         0           3        0  |    23450    |         275        2989       1.3         516     31.7  |              -275
         0          17    2429.3         232     38.7  |    23500    |       -3676       59896       1.0       19944        0  |              3676
         0           0         0           4        0  |    23550    |          -4        2300       1.0         464     30.3  |                 4
         0           0         0           2        0  |    23600    |        -632       35346       1.1        1633        0  |               632
         0           0         0           3        0  |    23650    |        -163        3638       0.9         332     30.9  |               163
         0           0         0           2        0  |    23700    |          43       34203       1.1        4180     28.8  |               -43
         0           1    2280.0           3     63.3  |    23750    |         125        6075       1.2         409        0  |              -125
         0           0         0           5        0  |    23800    |        -684       44236       1.1        9931     27.7  |               684
         0           0         0           3        0  |    23850    |          50        3361       1.2         267     27.0  |               -50
         0           0         0           7        0  |    23900    |        1230       28859       1.1        2347     26.6  |             -1230
         0           0         0           7        0  |    23950    |         152       16423       1.2         915     26.2  |              -152
       -30          95    1940.0         863     37.0  |    24000    |        6241      175349       1.3       68186     25.9  |             -6271
         0           0         0           4        0  |    24050    |        2803        8650       1.2        3330     25.0  |             -2803
         0           2    1842.7          20     36.3  |    24100    |         908       44508       1.3        4684     24.4  |              -908
         0           0         0          10        0  |    24150    |         172        4009       1.2         712     23.9  |              -172
        -4           9    1720.0          48        0  |    24200    |        -954       47044       1.3        9574     23.4  |               950
         1           3    1691.4          12     33.2  |    24250    |        1244       31339       1.3        2531     22.8  |             -1243
         0           4    1642.0          29     32.6  |    24300    |         488       58246       1.4        6925     22.1  |              -488
         0           0         0           5        0  |    24350    |        -501       35793       1.4        1233     21.7  |               501
        -2          12    1540.0          23     30.1  |    24400    |       -6430       86463       1.4        8608     21.2  |              6428
         1           4    1492.2          11     30.1  |    24450    |         -71       43845       1.5        2329     20.8  |                72
       -32          55    1445.8         618     30.4  |    24500    |        4986      202976       1.7       61096     20.4  |             -5018
         1           4    1392.8           5     28.5  |    24550    |        -261       39678       1.8        1901     19.7  |               262
        -4          14    1337.2          92     25.7  |    24600    |        3364      100230       1.8       19385     19.1  |             -3368
         0           2    1295.5          13     27.6  |    24650    |        -830       46498       1.9        2441     18.7  |               830
        -3          48    1249.0         304     27.6  |    24700    |        4622      132099       2.1       20038        0  |             -4625
